time,gFx,gFy,gFz,TgF
0.001308231,-0.1295,0.2289,0.738,0.784
0.003729808,-0.1246,0.2238,0.7996,0.84
0.016642961,-0.1002,0.2157,0.8504,0.883
0.020673461,-0.0884,0.2218,0.9098,0.941
0.024186538,-0.0882,0.2402,0.9323,0.967
0.029813308,-0.0836,0.2482,0.9452,0.981
0.032463,-0.0665,0.2455,0.9582,0.991
0.036519654,-0.0655,0.247,0.9609,0.994
0.040894192,-0.0699,0.2538,0.9706,1.006
0.042922923,-0.0743,0.2573,0.9748,1.011
0.046142884,-0.0787,0.2626,0.9799,1.018
0.048984538,-0.0794,0.2639,0.9802,1.018
0.052866654,-0.0792,0.2639,0.978,1.016
0.056847,-0.0782,0.2639,0.9738,1.012
0.059144346,-0.0774,0.2634,0.9711,1.009
0.061659884,-0.0792,0.2636,0.9679,1.006
0.065884231,-0.0831,0.2624,0.965,1.003
0.068890846,-0.0884,0.259,0.9638,1.002
0.072934731,-0.095,0.2516,0.9621,0.999
0.078314538,-0.1092,0.2397,0.9653,1.001
0.080390538,-0.1156,0.2355,0.9692,1.004
0.082787538,-0.1314,0.2296,0.976,1.011
0.086064115,-0.1402,0.2274,0.9794,1.015
0.089725769,-0.1586,0.2253,0.9855,1.023
0.092525423,-0.1671,0.2253,0.9887,1.028
0.094974577,-0.1791,0.2231,0.9929,1.033
0.098121808,-0.1845,0.2223,0.9953,1.036
0.101849231,-0.1947,0.2201,1.0017,1.044
0.1058735,-0.2018,0.2189,1.0053,1.048
0.111429808,-0.2084,0.2223,1.01,1.055
0.114671731,-0.2155,0.2233,1.0158,1.062
0.118757884,-0.2218,0.2282,1.0219,1.07
0.122483154,-0.2274,0.2353,1.0263,1.077
0.126721769,-0.2267,0.2443,1.0298,1.082
0.131157423,-0.2277,0.2524,1.0319,1.086
0.134887231,-0.2282,0.2597,1.0334,1.09
0.138927654,-0.2128,0.2678,1.0361,1.091
0.143143115,-0.2025,0.2788,1.0393,1.095
0.1478155,-0.2081,0.2895,1.0405,1.1
0.150971884,-0.1827,0.2905,1.0488,1.104
0.154864654,-0.161,0.2978,1.0534,1.107
0.160226192,-0.1779,0.3076,1.0503,1.109
0.1639375,-0.1564,0.3112,1.0642,1.12
0.167794423,-0.13,0.3244,1.0662,1.122
0.171715115,-0.1385,0.3381,1.0591,1.12
0.176127192,-0.1529,0.3459,1.0652,1.13
0.181108038,-0.0921,0.3501,1.083,1.142
0.183972846,-0.0943,0.3577,1.0767,1.138
0.187936384,-0.129,0.3616,1.085,1.151
0.192506807,-0.0721,0.355,1.1135,1.171
0.196486,-0.0645,0.3538,1.1074,1.164
0.200621231,-0.0787,0.3564,1.1138,1.172
0.204440192,-0.0787,0.3567,1.1263,1.184
0.209188269,-0.077,0.3516,1.1302,1.186
0.213003038,-0.0784,0.343,1.1321,1.186
0.217136154,-0.074,0.3389,1.1346,1.186
0.220980654,-0.0694,0.3308,1.137,1.186
0.228427577,-0.0667,0.3222,1.1397,1.186
0.230875615,-0.0716,0.3137,1.1424,1.187
0.233166038,-0.0855,0.3115,1.1434,1.188
0.236849807,-0.1038,0.312,1.1412,1.188
0.242553384,-0.1253,0.3139,1.1343,1.184
0.245583961,-0.1463,0.3159,1.1238,1.176
0.249413192,-0.1603,0.3122,1.114,1.168
0.253693384,-0.1678,0.3071,1.1045,1.159
0.257819615,-0.1842,0.3105,1.0947,1.153
0.262281846,-0.1871,0.2858,1.0938,1.146
0.265983654,-0.1341,0.2685,1.0899,1.13
0.269975807,-0.1424,0.2731,1.0703,1.114
0.273971807,-0.1566,0.2805,1.0747,1.122
0.276052269,-0.1581,0.2849,1.0771,1.125
0.278314154,-0.1639,0.2905,1.0774,1.128
0.283500423,-0.2116,0.2875,1.0806,1.138
0.286580692,-0.1705,0.2678,1.0933,1.138
0.2909445,-0.1559,0.2573,1.0906,1.131
0.294956692,-0.1449,0.2619,1.1035,1.143
0.297306461,-0.1412,0.2636,1.1096,1.149
0.300271154,-0.1349,0.2604,1.117,1.155
0.302975115,-0.1331,0.258,1.1192,1.156
0.30696523,-0.1244,0.2502,1.1179,1.152
0.311394,-0.1087,0.2426,1.1167,1.148
0.315113692,-0.0884,0.235,1.1204,1.148
0.3187925,-0.0618,0.2306,1.1316,1.157
0.323736846,-0.0318,0.2294,1.1421,1.165
0.327819461,-0.0173,0.2299,1.1473,1.17
0.330407692,0.0076,0.2299,1.1546,1.177
0.332609,0.0176,0.2309,1.1578,1.181
0.336335923,0.0322,0.2316,1.1624,1.186
0.340420807,0.0562,0.2262,1.1712,1.194
0.344450307,0.0728,0.2211,1.1717,1.195
0.348317077,0.0623,0.2201,1.17,1.192
0.352367307,0.0462,0.2152,1.1727,1.193
0.355966,0.0208,0.2042,1.1714,1.189
0.36104873,-0.0325,0.1903,1.1624,1.178
0.365024653,-0.0728,0.1617,1.1607,1.174
0.36855823,-0.0701,0.1302,1.1553,1.165
0.372698038,-0.0814,0.1082,1.1238,1.132
0.37704073,-0.0716,0.1073,1.104,1.112
0.381465346,-0.088,0.1287,1.0757,1.087
0.385056192,-0.1334,0.1356,1.0385,1.056
0.389195538,-0.2072,0.1234,0.9999,1.029
0.393560115,-0.192,0.106,0.9958,1.02
