time,gFx,gFy,gFz,TgF
0.001424039,-0.0897,0.2641,0.9701,1.009
0.006059039,-0.1077,0.2834,1.0166,1.061
0.015198193,-0.1119,0.2897,1.0337,1.079
0.018920654,-0.118,0.2944,1.0745,1.12
0.022947693,-0.1168,0.2934,1.0906,1.135
0.027019039,-0.117,0.2919,1.1026,1.147
0.031209808,-0.1146,0.2878,1.1104,1.153
0.034564154,-0.1092,0.281,1.1177,1.158
0.03863477,-0.0977,0.2751,1.1258,1.163
0.043570308,-0.0867,0.2597,1.128,1.161
0.048768308,-0.0814,0.237,1.1326,1.16
0.052250923,-0.0716,0.2316,1.1394,1.165
0.055503308,-0.0694,0.2226,1.1375,1.161
0.060355193,-0.0665,0.2296,1.1412,1.166
0.06397727,-0.0489,0.2282,1.1267,1.151
0.067915923,-0.0379,0.2113,1.1172,1.138
0.072402231,-0.0322,0.1976,1.1138,1.132
0.075555423,-0.0347,0.1857,1.1241,1.14
0.079664116,-0.0371,0.1776,1.1326,1.147
0.084368923,-0.0454,0.1717,1.1324,1.146
0.088090077,-0.0601,0.1644,1.1216,1.135
0.090744962,-0.0701,0.162,1.117,1.131
0.093307769,-0.0928,0.1688,1.1123,1.129
0.096796269,-0.1156,0.1757,1.1153,1.135
0.100696423,-0.1314,0.1771,1.135,1.156
0.104507,-0.1185,0.1673,1.1421,1.16
0.110644116,-0.1134,0.1676,1.1314,1.149
0.113397077,-0.0926,0.1815,1.1128,1.131
0.116978385,-0.0723,0.1913,1.0925,1.112
0.120882385,-0.0525,0.203,1.0784,1.099
0.125412077,-0.0354,0.2125,1.0671,1.089
0.129743423,-0.0293,0.2123,1.0598,1.081
0.132082654,-0.023,0.2064,1.0469,1.067
0.135991539,-0.023,0.2035,1.041,1.061
0.138071346,-0.0254,0.2047,1.0315,1.052
0.141649731,-0.0303,0.2089,1.029,1.05
0.145694385,-0.0415,0.2047,1.0249,1.046
0.149887693,-0.0545,0.1937,1.0185,1.038
0.153752193,-0.0713,0.1805,1.0129,1.031
0.157809346,-0.0865,0.1669,1.0105,1.028
0.160388231,-0.0933,0.1608,1.0105,1.027
0.163593577,-0.1116,0.1451,1.0029,1.019
0.166535693,-0.1195,0.1417,0.9992,1.016
0.169959808,-0.1314,0.1358,0.9919,1.01
0.174315846,-0.1385,0.1476,0.9914,1.012
0.176677077,-0.1336,0.1444,0.9914,1.011
0.179676616,-0.109,0.1055,0.9816,0.993
0.182667192,-0.0958,0.0855,0.9731,0.982
0.186568731,-0.0787,0.063,0.9645,0.97
0.190583,-0.0789,0.0601,0.9694,0.974
0.193231923,-0.0833,0.0621,0.9714,0.977
0.196066346,-0.0987,0.0684,0.9709,0.978
0.198851885,-0.1097,0.074,0.9709,0.98
0.203405846,-0.1297,0.0887,0.9709,0.984
0.205808885,-0.1378,0.0933,0.9684,0.983
0.208473731,-0.1493,0.0994,0.9618,0.978
0.211532308,-0.1534,0.1014,0.9591,0.977
0.215754692,-0.1542,0.1031,0.9572,0.975
0.219432077,-0.1441,0.1043,0.9594,0.976
0.223493039,-0.1241,0.0948,0.9616,0.974
0.228644769,-0.0999,0.0782,0.9618,0.97
0.232041385,-0.0787,0.0628,0.9631,0.968
0.236102769,-0.0645,0.0523,0.9721,0.976
0.239845154,-0.0579,0.0452,0.986,0.989
0.243927923,-0.0557,0.0393,0.998,1
0.248534539,-0.0557,0.0371,1.007,1.009
0.252224077,-0.0613,0.0374,1.0158,1.018
0.256327923,-0.0621,0.0423,1.0276,1.03
0.260612423,-0.0552,0.0315,1.0403,1.042
0.264941231,-0.0476,0.0154,1.0532,1.054
0.268593269,-0.0403,0.0183,1.0767,1.078
0.272550385,-0.0464,0.0239,1.0803,1.082
0.276999923,-0.0628,0.034,1.0749,1.077
0.280788192,-0.0796,0.0476,1.0745,1.078
0.284929192,-0.0943,0.0555,1.0789,1.084
0.288419846,-0.1004,0.0574,1.0771,1.083
0.290469308,-0.1092,0.0596,1.0706,1.078
0.2958955,-0.1102,0.0589,1.0652,1.072
0.298893539,-0.1029,0.0384,1.0569,1.063
0.301947615,-0.0992,0.0325,1.0522,1.057
0.305530154,-0.0892,0.0271,1.039,1.043
0.310318154,-0.0858,0.0318,1.0249,1.029
0.314874808,-0.095,0.0381,1.0112,1.016
0.318775115,-0.1097,0.0537,0.9963,1.004
0.321632769,-0.1236,0.0435,0.9731,0.982
0.329564039,-0.1429,0.0271,0.9589,0.97
0.332281962,-0.1483,0.0413,0.945,0.957
0.334819,-0.1542,0.0469,0.9376,0.951
0.339115077,-0.1708,0.0501,0.9198,0.937
0.343910731,-0.1954,0.0589,0.9032,0.926
0.347123808,-0.1954,0.053,0.9012,0.924
0.351122154,-0.1744,0.0384,0.8883,0.906
0.354699269,-0.1375,0.0269,0.8844,0.895
0.360244423,-0.1153,0.055,0.8824,0.892
0.363001808,-0.1197,0.0916,0.8807,0.894
0.367081885,-0.1222,0.1051,0.8802,0.895
0.371043039,-0.1363,0.1094,0.8861,0.903
0.375818423,-0.1542,0.1153,0.8971,0.918
0.380175308,-0.1994,0.1412,0.9093,0.942
0.383599654,-0.2094,0.1185,0.9213,0.952
0.387486846,-0.1994,0.0811,0.943,0.967
0.391878,-0.2003,0.0562,0.9538,0.976
0.396238346,-0.2231,0.0472,0.9562,0.983
0.400065231,-0.2724,0.0589,0.9489,0.989
0.403613231,-0.289,0.0388,0.9513,0.995
0.407651923,-0.2895,0.0071,0.9557,0.999
0.409991154,-0.2851,-0.0078,0.9582,1
0.412140654,-0.2773,-0.0164,0.9633,1.003
0.416515231,-0.2573,-0.0235,0.974,1.008
0.420399154,-0.2318,-0.0227,0.9826,1.01
0.424289654,-0.224,-0.0195,0.985,1.01
0.429212077,-0.2235,-0.0166,0.986,1.011
0.433422231,-0.225,-0.0059,0.9836,1.009
0.437137615,-0.2311,-0.0022,0.9775,1.004
0.440876385,-0.2343,0.0073,0.9709,0.999
0.444778385,-0.235,0.0088,0.9638,0.992
0.449293038,-0.2311,0.0125,0.9601,0.988
0.453057,-0.2177,0.021,0.9567,0.981
0.457518615,-0.2006,0.0274,0.9513,0.973
0.460089654,-0.1913,0.0332,0.9489,0.969
0.462791615,-0.1666,0.0511,0.945,0.961
0.465768308,-0.1529,0.0608,0.9433,0.958
0.469822038,-0.1297,0.0801,0.9406,0.953
0.473798885,-0.1119,0.1063,0.9337,0.946
0.479571154,-0.1087,0.1229,0.9237,0.938
0.483413654,-0.1002,0.1407,0.9127,0.929
0.485832346,-0.0862,0.1568,0.9034,0.921
0.489659577,-0.0711,0.173,0.8971,0.916
0.494255231,-0.0618,0.1876,0.8907,0.912
0.498651269,-0.0562,0.2028,0.8807,0.906
0.502430961,-0.0552,0.214,0.8668,0.895
0.506331577,-0.0537,0.2221,0.8529,0.883
0.510681269,-0.0581,0.2296,0.8363,0.869
0.514965885,-0.0628,0.2365,0.8209,0.857
0.518770654,-0.0672,0.2402,0.8074,0.845
0.523205461,-0.0762,0.2448,0.7896,0.83
0.528986308,-0.0828,0.2485,0.7764,0.819
0.531701923,-0.0836,0.2548,0.7669,0.812
0.535466538,-0.086,0.266,0.7503,0.801
0.539547308,-0.0801,0.2797,0.7361,0.792
0.543539731,-0.0655,0.2949,0.7229,0.783
0.547798577,-0.0369,0.3198,0.7158,0.785
0.551654731,0.0044,0.3518,0.7148,0.797
0.555707154,0.0467,0.3323,0.7136,0.789
0.561271961,0.0804,0.3271,0.7209,0.796
0.564857692,0.1175,0.3413,0.7241,0.809
0.567801538,0.117,0.3472,0.7244,0.812
0.571686692,0.1273,0.3528,0.7244,0.816
0.578073961,0.1456,0.3757,0.7427,0.845
0.580728385,0.1632,0.3906,0.7644,0.874
0.584633231,0.1612,0.3889,0.7808,0.887
0.588458269,0.138,0.3699,0.8145,0.905
0.594086308,0.0818,0.3364,0.8416,0.91
0.597254538,0.0147,0.299,0.8685,0.919
0.601588577,-0.0533,0.2573,0.8944,0.932
0.605171384,-0.1102,0.2231,0.9132,0.946
0.6109415,-0.1524,0.1964,0.9342,0.967
0.613426731,-0.1688,0.1776,0.9604,0.991
0.617294038,-0.1588,0.1627,0.9963,1.022
0.621377192,-0.1358,0.1544,1.0322,1.052
0.625843038,-0.1082,0.1483,1.0649,1.081
0.632146346,-0.0965,0.1461,1.0786,1.093
0.635149423,-0.0665,0.1353,1.116,1.126
0.637794961,-0.0772,0.139,1.1214,1.133
0.649154231,-0.0958,0.13,1.1294,1.141
0.651589384,-0.1485,0.1156,1.1585,1.174
0.653805192,-0.1581,0.1143,1.1617,1.178
0.659193154,-0.1656,0.1126,1.1683,1.185
0.663032769,-0.1637,0.1107,1.1688,1.185
0.667275538,-0.1534,0.1107,1.1683,1.183
0.671165923,-0.1373,0.1136,1.1763,1.19
0.674804731,-0.1207,0.1163,1.1851,1.197
0.679158961,-0.1124,0.1168,1.1934,1.204
0.683095231,-0.107,0.1163,1.1971,1.207
0.687882461,-0.1126,0.1151,1.2037,1.214
0.6911255,-0.1219,0.1114,1.2166,1.228
0.695658269,-0.129,0.1094,1.2245,1.236
0.699619846,-0.1456,0.1065,1.2462,1.259
0.703562308,-0.1529,0.106,1.2535,1.267
0.707671384,-0.1561,0.1065,1.2543,1.268
0.711738923,-0.1566,0.1087,1.2528,1.267
0.715646769,-0.1542,0.1131,1.2504,1.265
0.719780615,-0.149,0.116,1.2501,1.264
0.723799,-0.1422,0.1197,1.2511,1.265
0.732407461,-0.1361,0.1226,1.2513,1.265
0.735845577,-0.1222,0.1378,1.234,1.248
0.740064846,-0.1168,0.1542,1.2215,1.237
0.752608654,-0.1104,0.1801,1.2044,1.223
0.756657192,-0.0713,0.1923,1.1299,1.148
0.760897346,-0.0628,0.195,1.114,1.133
0.765018077,-0.055,0.1928,1.1043,1.122
0.768818038,-0.0581,0.1847,1.0947,1.112
0.772541884,-0.073,0.194,1.0725,1.092
0.777240038,-0.0889,0.1976,1.0708,1.093
0.781585115,-0.0855,0.2001,1.0676,1.09
0.785688846,-0.0972,0.2206,1.0698,1.097
0.789491538,-0.0872,0.2157,1.0647,1.09
0.794514538,-0.0777,0.2086,1.0637,1.087
0.800874154,-0.0767,0.2055,1.0657,1.088
0.803212423,-0.0826,0.1788,1.0776,1.095
0.805942961,-0.0855,0.17,1.0857,1.102
