time,gFx,gFy,gFz,TgF
0.001726,-0.1156,0.17,0.9259,0.948
0.005581077,-0.1287,0.1649,0.8993,0.923
0.014457654,-0.1314,0.1605,0.8966,0.92
0.018502539,-0.1351,0.151,0.8837,0.907
0.023191308,-0.1353,0.1456,0.8778,0.9
0.026440193,-0.1339,0.141,0.8695,0.891
0.030742039,-0.1302,0.1368,0.8646,0.885
0.034313116,-0.127,0.1327,0.8624,0.882
0.038408423,-0.1204,0.1302,0.8631,0.881
0.04267127,-0.1138,0.13,0.8661,0.883
0.045737462,-0.1104,0.1312,0.8673,0.884
0.050475731,-0.0992,0.138,0.8763,0.893
0.054255347,-0.0926,0.1444,0.8846,0.901
0.059407731,-0.0865,0.1507,0.8937,0.91
0.063646923,-0.0828,0.1598,0.9003,0.918
0.067236039,-0.0811,0.1678,0.9074,0.926
0.071180539,-0.077,0.1769,0.9125,0.933
0.075972231,-0.0748,0.1854,0.9191,0.941
0.079752193,-0.0689,0.1945,0.9242,0.947
0.083693962,-0.0647,0.2035,0.9284,0.953
0.0877995,-0.0601,0.2113,0.933,0.959
0.092801539,-0.0562,0.2199,0.9394,0.966
0.097256039,-0.0533,0.2257,0.9445,0.973
0.099961039,-0.0506,0.2301,0.9516,0.98
0.103903808,-0.0479,0.2358,0.9591,0.989
0.109610885,-0.0462,0.2377,0.9677,0.998
0.112289231,-0.0428,0.2372,0.975,1.004
0.116436693,-0.0435,0.236,0.9833,1.012
0.120261116,-0.0418,0.235,0.9914,1.02
0.124477193,-0.0393,0.2304,0.9987,1.026
0.128043654,-0.0391,0.2277,1.0024,1.029
0.130524693,-0.0376,0.224,1.0097,1.035
0.132696962,-0.0379,0.2228,1.0131,1.038
0.136456385,-0.0396,0.2206,1.021,1.045
0.141169,-0.0406,0.2191,1.0263,1.05
0.146462116,-0.041,0.2174,1.0307,1.054
0.149173616,-0.044,0.2172,1.0366,1.06
0.153155616,-0.0481,0.2147,1.0407,1.064
0.157166885,-0.0535,0.2128,1.0454,1.068
0.161671808,-0.0555,0.2103,1.0483,1.071
0.165534462,-0.0581,0.2067,1.0505,1.072
0.169506923,-0.0621,0.2047,1.0547,1.076
0.17331627,-0.065,0.2013,1.0574,1.078
0.176113923,-0.0662,0.1991,1.0578,1.078
0.179331116,-0.0687,0.1976,1.0588,1.079
0.182065116,-0.0704,0.1972,1.0605,1.081
0.185879423,-0.0713,0.193,1.0613,1.081
0.190152539,-0.0745,0.1884,1.0596,1.079
0.194412462,-0.0772,0.1835,1.0554,1.074
0.198440654,-0.0814,0.1813,1.0527,1.071
0.202312539,-0.0838,0.1827,1.0503,1.069
0.206344808,-0.0906,0.1793,1.0422,1.061
0.210791769,-0.0936,0.1776,1.039,1.058
0.214506539,-0.0958,0.1786,1.0383,1.058
0.218413616,-0.0945,0.1823,1.0363,1.056
0.222917231,-0.0936,0.1857,1.0305,1.051
0.228151193,-0.0926,0.1893,1.0241,1.046
0.2316825,-0.0923,0.1928,1.017,1.039
0.235791193,-0.0916,0.1935,1.0117,1.034
0.239246654,-0.0894,0.1976,1.0058,1.029
0.24348,-0.0884,0.2013,1.0041,1.028
0.247924962,-0.088,0.205,1.0043,1.029
0.251619154,-0.0882,0.2062,1.0026,1.027
0.255296616,-0.088,0.2079,1.0002,1.025
0.259991385,-0.0889,0.2101,0.9951,1.021
0.264153923,-0.0884,0.2116,0.9921,1.018
0.267888769,-0.0884,0.2135,0.9894,1.016
0.272189846,-0.0884,0.215,0.9858,1.013
0.276376308,-0.0882,0.2162,0.9819,1.009
0.280604846,-0.0875,0.2177,0.9762,1.004
0.284282885,-0.0858,0.2196,0.9706,0.999
0.288639269,-0.0853,0.2226,0.965,0.994
0.292581308,-0.0838,0.225,0.9606,0.99
0.297043539,-0.085,0.2274,0.9579,0.988
0.300405577,-0.0858,0.2299,0.9545,0.986
0.304686693,-0.0884,0.2328,0.9523,0.984
0.309051885,-0.0921,0.2321,0.9472,0.98
0.313366077,-0.095,0.2336,0.946,0.979
0.317134577,-0.0985,0.2338,0.9472,0.981
0.321220423,-0.1016,0.235,0.9486,0.983
0.327927654,-0.1046,0.2365,0.9501,0.985
0.330464539,-0.1048,0.2367,0.9518,0.986
0.334013192,-0.1041,0.2365,0.9538,0.988
0.337393462,-0.1043,0.2353,0.9584,0.992
0.342414423,-0.1021,0.2336,0.9621,0.995
0.346048577,-0.1026,0.234,0.9699,1.003
0.349935423,-0.1033,0.234,0.9767,1.01
0.354023616,-0.1055,0.2348,0.9843,1.017
0.3591905,-0.1077,0.235,0.9897,1.023
0.362854077,-0.1107,0.236,0.998,1.031
0.366529039,-0.1163,0.2392,1.0063,1.041
0.370424308,-0.1231,0.2414,1.0126,1.048
