time,gFx,gFy,gFz,TgF
0.001168154,0.0555,0.2533,1.0967,1.127
0.003290846,0.0569,0.2524,1.0757,1.106
0.009456577,0.0596,0.2477,1.0688,1.099
0.0122845,0.0618,0.2446,1.0696,1.099
0.016039116,0.0584,0.2428,1.0791,1.108
0.020022269,0.054,0.2446,1.0903,1.119
0.027836654,0.0498,0.248,1.1033,1.132
0.029970423,0.0454,0.2516,1.114,1.143
0.032948154,0.0464,0.2514,1.1143,1.143
0.036503539,0.0486,0.2489,1.1065,1.135
0.040706923,0.0484,0.2414,1.0896,1.117
0.044706269,0.0472,0.2377,1.0786,1.106
0.047082654,0.0418,0.2299,1.0549,1.08
0.0498075,0.034,0.2221,1.0278,1.052
0.052908769,0.0298,0.2191,1.0129,1.037
0.058189654,0.0203,0.2162,0.986,1.01
0.061092923,0.0134,0.215,0.966,0.99
0.064999077,0.012,0.2143,0.955,0.979
0.069209346,0.0142,0.2155,0.9521,0.976
0.073155808,0.0161,0.215,0.953,0.977
0.075252962,0.0154,0.215,0.9523,0.976
0.078669231,0.0134,0.2133,0.9491,0.973
0.081160615,0.012,0.2123,0.9482,0.972
0.085553154,0.0061,0.2111,0.946,0.969
0.089588539,-0.0015,0.2111,0.942,0.965
0.093938808,-0.0117,0.214,0.9367,0.961
0.096199615,-0.0188,0.2167,0.932,0.957
0.099002039,-0.0344,0.2206,0.9181,0.945
0.101870462,-0.0423,0.2235,0.911,0.939
0.105886462,-0.0574,0.2284,0.901,0.931
0.108171115,-0.065,0.2304,0.8981,0.929
0.110606731,-0.0711,0.2321,0.8949,0.927
0.114390423,-0.0765,0.234,0.8954,0.929
0.117950923,-0.0782,0.2331,0.9061,0.939
0.1222775,-0.0745,0.2311,0.9203,0.952
0.126943731,-0.0711,0.2262,0.9391,0.969
0.130963346,-0.0706,0.2201,0.9557,0.983
0.134767,-0.0726,0.2152,0.9675,0.994
0.138759731,-0.0784,0.2094,0.9736,0.999
0.143989885,-0.0865,0.205,0.9758,1.001
0.147113962,-0.0892,0.2045,0.9753,1
0.151864231,-0.0899,0.2081,0.9692,0.995
0.155236962,-0.0941,0.2128,0.9618,0.99
0.161565,-0.0985,0.2184,0.9543,0.984
0.164660115,-0.1126,0.2216,0.9489,0.981
0.167417077,-0.118,0.2226,0.9479,0.981
0.1715635,-0.1297,0.2223,0.9513,0.986
0.177122038,-0.1378,0.2194,0.9508,0.986
0.180345,-0.1488,0.2165,0.9491,0.985
0.183782231,-0.1608,0.2167,0.9513,0.989
0.187975,-0.1735,0.2169,0.9474,0.987
0.193737154,-0.1884,0.2155,0.9442,0.987
0.196717808,-0.204,0.2118,0.9323,0.978
0.199913038,-0.2199,0.2067,0.9218,0.97
0.204184462,-0.2343,0.2052,0.9227,0.974
0.208491269,-0.2465,0.2028,0.9223,0.976
0.212954538,-0.259,0.1923,0.9169,0.972
0.216637615,-0.2704,0.1818,0.911,0.968
0.220511115,-0.2893,0.17,0.912,0.972
0.225041462,-0.2988,0.1608,0.9049,0.966
0.229486885,-0.3066,0.1529,0.8988,0.962
0.232972923,-0.3088,0.1468,0.892,0.955
0.236840269,-0.3039,0.1478,0.8873,0.949
0.243703308,-0.2907,0.1595,0.8763,0.937
0.245919192,-0.2695,0.183,0.87,0.929
0.249358423,-0.2433,0.2072,0.8744,0.931
0.253390885,-0.2248,0.2255,0.8697,0.926
0.257438269,-0.2213,0.2331,0.8582,0.916
0.261641923,-0.224,0.226,0.8529,0.91
0.265545077,-0.2299,0.2062,0.8463,0.901
0.269588538,-0.2433,0.1835,0.8338,0.888
0.274167346,-0.2634,0.1583,0.8174,0.873
0.278017769,-0.278,0.1432,0.8109,0.869
0.281681923,-0.2915,0.1278,0.8096,0.87
0.285939461,-0.3017,0.1182,0.8153,0.877
0.290924346,-0.3081,0.1087,0.8289,0.891
0.294620885,-0.3108,0.1024,0.8475,0.908
0.298365231,-0.3132,0.0972,0.867,0.927
0.302444769,-0.3132,0.0923,0.8839,0.942
0.307458769,-0.3142,0.0843,0.8929,0.95
0.310971808,-0.3242,0.0733,0.8966,0.956
0.315252538,-0.3364,0.0616,0.9071,0.969
0.318972577,-0.3428,0.054,0.9235,0.987
0.322736769,-0.3452,0.0462,0.9391,1.002
0.324929808,-0.3457,0.0435,0.9438,1.006
0.3273215,-0.3474,0.0408,0.9472,1.01
0.331484961,-0.3479,0.0357,0.9547,1.017
0.335734923,-0.3367,0.0293,0.9599,1.018
0.340029385,-0.3159,0.0244,0.964,1.015
0.346455577,-0.3032,0.0222,0.9677,1.014
0.348951846,-0.2389,0.0198,0.9799,1.009
0.351699731,-0.2233,0.0205,0.9838,1.009
0.355871,-0.2011,0.0139,0.9951,1.015
0.358954692,-0.1942,0.0139,1.0004,1.019
0.361350885,-0.1867,0.031,1.0105,1.028
0.364273769,-0.1893,0.0469,1.0173,1.036
0.368111692,-0.2135,0.0667,1.0346,1.059
0.372183961,-0.258,0.0621,1.0554,1.088
0.376554808,-0.267,0.0369,1.0688,1.102
0.380421769,-0.2595,0.001,1.0791,1.11
0.384477692,-0.2702,-0.0203,1.1013,1.134
0.388648269,-0.2868,-0.03,1.1328,1.169
0.392923654,-0.3005,-0.0344,1.1622,1.201
0.396984538,-0.3174,-0.0349,1.1854,1.228
0.400820692,-0.3122,-0.045,1.1893,1.23
0.404600769,-0.2768,-0.0611,1.181,1.215
0.409101077,-0.2409,-0.076,1.171,1.198
0.413263384,-0.2199,-0.0796,1.1666,1.19
0.417358846,-0.2084,-0.0655,1.1668,1.187
0.421327115,-0.2028,-0.0479,1.1614,1.18
0.425684692,-0.2006,-0.0288,1.1499,1.168
0.429615192,-0.1918,-0.0029,1.1341,1.15
0.433621308,-0.1862,0.0161,1.1179,1.133
0.437656923,-0.1825,0.0237,1.1104,1.126
0.442222038,-0.1703,0.045,1.0879,1.102
0.4481025,-0.1637,0.0606,1.0745,1.089
0.451216,-0.1507,0.0843,1.0593,1.073
0.454182654,-0.1456,0.0899,1.0539,1.068
0.459487231,-0.1329,0.0987,1.041,1.054
0.462859154,-0.1207,0.1068,1.0258,1.038
0.466765731,-0.1094,0.1143,1.0105,1.023
0.470609846,-0.0985,0.1214,0.9938,1.006
0.474879577,-0.0877,0.1305,0.9748,0.987
0.479466769,-0.0777,0.139,0.9557,0.969
0.482982961,-0.0657,0.149,0.9337,0.948
0.486822154,-0.0579,0.1571,0.9191,0.934
0.491305807,-0.0523,0.1634,0.9064,0.922
0.495843923,-0.0484,0.1691,0.8959,0.913
