time,gFx,gFy,gFz,TgF
0.001485077,-0.0066,0.3198,0.9108,0.965
0.004906307,-0.0112,0.3257,0.9037,0.961
0.010605961,-0.0139,0.3252,0.9083,0.965
0.013441423,-0.0166,0.3249,0.9166,0.973
0.017141961,-0.0208,0.3237,0.9257,0.981
0.020936577,-0.0244,0.3242,0.9354,0.99
0.025608731,-0.0281,0.3232,0.9464,1.001
0.030150154,-0.0296,0.3218,0.9616,1.014
0.034170154,-0.0322,0.322,0.9765,1.029
0.037717731,-0.0369,0.3203,0.9921,1.043
0.042390192,-0.0396,0.3191,0.998,1.049
0.049280884,-0.0401,0.3176,1.0002,1.05
0.054383384,-0.0352,0.3134,0.9924,1.041
0.058239961,-0.0313,0.3095,0.9872,1.035
0.062726692,-0.0303,0.3064,0.9833,1.03
0.066468923,-0.0296,0.3044,0.9806,1.027
0.070720423,-0.0303,0.3059,0.9784,1.026
0.077879038,-0.0303,0.3083,0.9755,1.024
0.081069115,-0.0305,0.3115,0.9723,1.021
0.084405307,-0.0303,0.3156,0.9675,1.018
0.087025231,-0.0286,0.3174,0.9657,1.017
0.091989192,-0.0279,0.3193,0.9596,1.012
0.096049769,-0.0266,0.3215,0.9545,1.008
0.098874654,-0.0271,0.322,0.9496,1.003
0.102864461,-0.0283,0.3237,0.9469,1.001
0.108602346,-0.0296,0.3237,0.9438,0.998
0.114460807,-0.0318,0.3242,0.9416,0.996
0.117071115,-0.0347,0.3266,0.9389,0.995
0.120574538,-0.0342,0.3259,0.9384,0.994
0.125363461,-0.0359,0.3257,0.9367,0.992
0.128701654,-0.0386,0.3257,0.9357,0.991
0.13441773,-0.0371,0.3244,0.9347,0.99
0.137501769,-0.0354,0.3222,0.9372,0.992
0.139971307,-0.0362,0.3213,0.9396,0.994
0.144485923,-0.0362,0.3213,0.9406,0.995
0.147017346,-0.0352,0.3205,0.9406,0.994
0.149686654,-0.0352,0.3183,0.942,0.995
0.152767923,-0.0359,0.3176,0.9447,0.997
0.1564205,-0.0359,0.3181,0.9477,1
0.160667884,-0.0359,0.3181,0.9508,1.003
0.164560423,-0.0342,0.3176,0.9535,1.006
0.168508654,-0.033,0.3174,0.9562,1.008
0.172665692,-0.031,0.3171,0.9569,1.009
0.175733884,-0.0283,0.3171,0.9574,1.009
0.177981461,-0.0264,0.3178,0.9552,1.007
0.180722769,-0.0254,0.3188,0.9538,1.006
0.184789692,-0.0222,0.3178,0.9513,1.003
0.189058307,-0.021,0.3183,0.9518,1.004
0.19382323,-0.0215,0.3188,0.9516,1.004
0.197501038,-0.0227,0.3188,0.953,1.005
0.201449884,-0.0244,0.3193,0.9523,1.005
0.205530961,-0.0249,0.3193,0.9526,1.005
0.209973423,-0.0259,0.3188,0.9535,1.006
0.214058077,-0.0264,0.3186,0.9545,1.007
0.217900461,-0.0257,0.3193,0.9545,1.007
0.2217335,-0.0271,0.3193,0.9555,1.008
0.22619123,-0.0266,0.3198,0.9572,1.01
0.230525153,-0.0269,0.3191,0.9572,1.009
0.23451673,-0.0281,0.3196,0.9591,1.011
0.238513269,-0.0288,0.3198,0.9601,1.012
0.243015423,-0.0322,0.3213,0.9616,1.014
0.247989384,-0.0332,0.3205,0.9623,1.015
0.250993923,-0.0322,0.3203,0.9609,1.013
0.254878923,-0.034,0.3198,0.9591,1.012
0.259219884,-0.031,0.3208,0.9547,1.008
0.263163538,-0.0293,0.3203,0.9523,1.005
0.266915307,-0.0279,0.321,0.9491,1.002
0.271252769,-0.0271,0.321,0.9467,1
0.277026384,-0.0271,0.321,0.9435,0.997
0.2801435,-0.0276,0.3215,0.944,0.998
0.283918192,-0.0274,0.3215,0.9457,0.999
0.288339961,-0.0296,0.3225,0.9494,1.003
0.292507692,-0.0318,0.3232,0.9501,1.004
0.29652623,-0.0315,0.324,0.9484,1.003
0.300020653,-0.031,0.323,0.946,1
0.303774653,-0.031,0.3244,0.9462,1.001
0.308336653,-0.0303,0.3249,0.9457,1
