time,gFx,gFy,gFz,TgF
0.001798308,-0.03,0.3073,0.9137,0.964
0.003942923,-0.0337,0.312,0.9242,0.976
0.009704846,-0.0357,0.3159,0.9303,0.983
0.012313154,-0.0362,0.3171,0.9372,0.99
0.016449769,-0.0352,0.3164,0.9433,0.996
0.019969077,-0.0344,0.3142,0.9486,1
0.024058038,-0.0364,0.3115,0.9557,1.006
0.028310808,-0.0381,0.3103,0.9587,1.008
0.030703269,-0.0403,0.3098,0.967,1.016
0.032766615,-0.0418,0.3103,0.9714,1.021
0.036653423,-0.0445,0.3132,0.9777,1.028
0.042674346,-0.0452,0.312,0.9809,1.03
0.045367231,-0.045,0.312,0.9831,1.032
0.049063846,-0.0462,0.3122,0.9863,1.036
0.052836077,-0.0467,0.3105,0.9904,1.039
0.057038461,-0.0459,0.3088,0.9899,1.038
0.060964961,-0.0469,0.3083,0.9875,1.036
0.063235154,-0.0469,0.3078,0.985,1.033
0.066393384,-0.0452,0.3059,0.9762,1.024
0.069112115,-0.044,0.3051,0.9733,1.021
0.073135961,-0.041,0.3044,0.9694,1.017
0.075862961,-0.0408,0.3049,0.966,1.014
0.0786795,-0.0384,0.3037,0.9611,1.009
0.083115307,-0.0369,0.3042,0.9599,1.008
0.085576307,-0.0374,0.3051,0.9584,1.007
0.089521346,-0.0374,0.3076,0.9552,1.004
0.091918807,-0.0376,0.309,0.9533,1.003
0.094285346,-0.0371,0.3095,0.9516,1.001
0.098058769,-0.0357,0.3093,0.9508,1.001
0.102015654,-0.0362,0.3115,0.9491,1
0.105734538,-0.0376,0.3127,0.9469,0.998
0.110475154,-0.0393,0.3117,0.9455,0.996
0.114391769,-0.0398,0.311,0.9445,0.995
0.118490923,-0.0408,0.31,0.9442,0.995
0.122315115,-0.0415,0.309,0.9472,0.997
0.126843807,-0.043,0.3095,0.9486,0.999
0.130954654,-0.0425,0.31,0.9472,0.998
0.134751731,-0.0435,0.311,0.9464,0.997
0.138970461,-0.0423,0.3105,0.9445,0.995
0.143288077,-0.0408,0.3095,0.9438,0.994
0.147386192,-0.0403,0.3088,0.9447,0.995
0.150945615,-0.0408,0.309,0.9464,0.996
0.155322692,-0.0406,0.3117,0.9467,0.998
0.159785769,-0.0403,0.3122,0.9467,0.998
0.163920192,-0.0401,0.3132,0.9464,0.998
0.167689307,-0.0386,0.3132,0.9438,0.995
0.171742577,-0.0386,0.3125,0.9462,0.997
0.177489846,-0.0391,0.3098,0.9474,0.998
0.180730538,-0.0406,0.31,0.9513,1.001
0.184270615,-0.0408,0.3108,0.9543,1.004
0.187929307,-0.0415,0.3125,0.9538,1.005
0.192373692,-0.0432,0.3139,0.9538,1.005
0.196982038,-0.0442,0.3125,0.9516,1.003
0.201306577,-0.043,0.3139,0.9516,1.003
0.204578,-0.0418,0.313,0.9516,1.003
0.208920154,-0.0403,0.3122,0.9506,1.001
0.213298384,-0.0413,0.3095,0.9501,1
0.2171395,-0.0393,0.3095,0.9506,1
0.221081961,-0.0391,0.3095,0.9511,1.001
0.2253745,-0.0381,0.3083,0.9533,1.003
0.229305769,-0.0386,0.3105,0.9545,1.004
0.23324573,-0.0398,0.3112,0.9535,1.004
0.23730523,-0.0388,0.3122,0.9511,1.002
0.241799,-0.0386,0.3132,0.946,0.997
0.246355654,-0.0391,0.3112,0.9416,0.992
0.249796346,-0.0369,0.309,0.9406,0.991
0.253774077,-0.0371,0.3073,0.9438,0.993
0.258601154,-0.0386,0.3059,0.9482,0.997
0.262532769,-0.0415,0.3086,0.9538,1.003
0.266140538,-0.0435,0.3103,0.9572,1.007
0.269851769,-0.045,0.3112,0.9582,1.008
0.274228192,-0.0454,0.3132,0.9587,1.01
0.278036653,-0.0452,0.3134,0.9584,1.009
0.281072961,-0.0435,0.3127,0.9557,1.007
0.283538461,-0.0423,0.3132,0.9545,1.005
0.286678653,-0.043,0.3112,0.9521,1.003
0.291106346,-0.044,0.3103,0.9511,1.001
0.295163807,-0.0452,0.3083,0.9501,1
0.299077038,-0.044,0.3066,0.9489,0.998
0.303117461,-0.0435,0.3061,0.9479,0.997
0.30747073,-0.0425,0.3061,0.9474,0.997
0.311198577,-0.0403,0.3073,0.9452,0.995
0.315005653,-0.0415,0.3073,0.942,0.992
0.319642192,-0.0396,0.3093,0.9401,0.99
0.323673307,-0.0393,0.3108,0.935,0.986
0.327785846,-0.0401,0.3115,0.9303,0.982
0.331798884,-0.0398,0.312,0.9281,0.98
0.335703038,-0.0398,0.3115,0.9249,0.977
0.339719153,-0.0374,0.3112,0.9215,0.973
0.341883692,-0.0371,0.311,0.9215,0.973
0.34431623,-0.0381,0.3103,0.9213,0.973
0.348272038,-0.0401,0.31,0.9232,0.975
0.351830615,-0.0403,0.3083,0.9269,0.978
0.3560675,-0.0413,0.3083,0.933,0.983
0.360706115,-0.0413,0.3081,0.9389,0.989
0.365200192,-0.0437,0.3081,0.9457,0.996
0.36867773,-0.0472,0.3086,0.9528,1.003
0.372648192,-0.0503,0.3095,0.9606,1.011
