time,gFx,gFy,gFz,TgF
0.001410154,-0.0774,0.2502,0.9679,1.003
0.005489192,-0.0782,0.2489,0.9711,1.006
0.009008308,-0.074,0.246,0.9709,1.004
0.012807962,-0.0716,0.2421,0.9701,1.002
0.017020808,-0.0696,0.2392,0.9714,1.003
0.025211231,-0.0674,0.2367,0.9745,1.005
0.029080846,-0.0662,0.2345,0.9787,1.009
0.033309654,-0.065,0.2338,0.9809,1.01
0.039020654,-0.0625,0.234,0.9826,1.012
0.041466308,-0.0589,0.234,0.9848,1.014
0.045614269,-0.0535,0.2311,0.9846,1.013
0.049521308,-0.0503,0.2292,0.985,1.013
0.05426,-0.0489,0.2289,0.9868,1.014
0.057956192,-0.0484,0.2292,0.9872,1.015
0.062015077,-0.0481,0.2277,0.9858,1.013
0.065745038,-0.0513,0.2287,0.9846,1.012
0.069749654,-0.0545,0.2296,0.9819,1.01
0.074072385,-0.0569,0.2331,0.9792,1.008
0.078427769,-0.0594,0.235,0.9758,1.005
0.082167923,-0.0611,0.2365,0.9743,1.004
0.086227038,-0.0606,0.2375,0.9711,1.002
0.088504654,-0.0596,0.2389,0.9704,1.001
0.090607269,-0.0594,0.2399,0.9699,1.001
0.094731462,-0.0603,0.2411,0.9675,0.999
0.098655077,-0.0581,0.2446,0.9657,0.998
0.102624731,-0.0569,0.2431,0.9648,0.997
0.107336577,-0.0564,0.2426,0.9638,0.995
0.112182269,-0.0528,0.2419,0.9618,0.993
0.114861961,-0.0513,0.2411,0.9623,0.993
0.119360154,-0.0511,0.2419,0.9645,0.996
0.123141461,-0.0493,0.2426,0.9655,0.997
0.1272195,-0.0479,0.2426,0.967,0.998
0.131451423,-0.0476,0.2416,0.9679,0.999
0.135435231,-0.0459,0.2424,0.9694,1
0.139829077,-0.0445,0.2424,0.9694,1
0.143647538,-0.043,0.2424,0.9711,1.002
0.147632885,-0.0428,0.2424,0.9711,1.002
0.151489115,-0.045,0.2438,0.9714,1.003
0.155639115,-0.0467,0.2446,0.9716,1.003
0.1602815,-0.0474,0.2455,0.9721,1.004
0.163966577,-0.0496,0.245,0.9736,1.005
0.168095808,-0.0525,0.2448,0.9738,1.005
0.172505885,-0.0535,0.247,0.9748,1.007
0.176506308,-0.053,0.2477,0.9762,1.009
0.181228385,-0.0501,0.248,0.9755,1.008
0.184450577,-0.0486,0.248,0.976,1.008
0.1887675,-0.0479,0.2492,0.9758,1.008
0.192660308,-0.0474,0.2482,0.9736,1.006
0.196976731,-0.0467,0.2477,0.9701,1.002
0.200863885,-0.0464,0.2463,0.9662,0.998
0.207272577,-0.0472,0.245,0.9657,0.997
0.212568884,-0.0493,0.2448,0.9626,0.994
0.217406538,-0.0523,0.247,0.9596,0.992
0.221940308,-0.0537,0.2482,0.9582,0.991
0.225619154,-0.0535,0.2502,0.9594,0.993
0.229845538,-0.0552,0.2507,0.9604,0.994
0.233602423,-0.0569,0.2519,0.9616,0.996
0.238097154,-0.0557,0.2531,0.964,0.998
0.242224423,-0.055,0.2536,0.9675,1.002
0.246306808,-0.053,0.2531,0.9667,1.001
0.250089115,-0.0511,0.2519,0.9672,1.001
0.254661654,-0.0515,0.2519,0.9665,1
0.258315538,-0.0533,0.2519,0.9657,0.999
