time,gFx,gFy,gFz,TgF
0.001503616,-0.0467,0.2641,0.9574,0.994
0.005104577,-0.0467,0.2773,0.9398,0.981
0.013471193,-0.0413,0.2746,0.9523,0.992
0.0175255,-0.0357,0.2739,0.9606,1
0.021541808,-0.0352,0.2702,0.9689,1.007
0.028124923,-0.0352,0.2639,0.9797,1.015
0.031409846,-0.0359,0.258,0.9855,1.019
0.034226154,-0.0371,0.2521,0.9877,1.02
0.037829193,-0.0391,0.2494,0.9887,1.02
0.042489923,-0.0403,0.2475,0.9885,1.02
0.046378731,-0.0432,0.2448,0.9858,1.017
0.050385731,-0.0454,0.2441,0.9836,1.014
0.054271693,-0.0464,0.2441,0.9833,1.014
0.058565923,-0.0472,0.2441,0.9821,1.013
0.062656539,-0.0484,0.2458,0.9819,1.013
0.066212269,-0.0479,0.2465,0.9846,1.016
0.07017,-0.0457,0.2453,0.9868,1.018
0.075952039,-0.0442,0.245,0.9887,1.02
0.079307539,-0.0423,0.245,0.9907,1.021
0.083912539,-0.0396,0.2443,0.9894,1.02
0.086883231,-0.0386,0.2421,0.989,1.019
0.092745923,-0.0379,0.2416,0.9863,1.016
0.095412731,-0.0374,0.2394,0.9826,1.012
0.099466269,-0.0391,0.2384,0.9806,1.01
0.103455423,-0.041,0.237,0.9806,1.01
0.106828731,-0.0442,0.237,0.9782,1.007
0.111371077,-0.0467,0.2372,0.9787,1.008
0.115615154,-0.0493,0.237,0.9792,1.009
0.119624539,-0.0479,0.2384,0.9806,1.01
0.123808269,-0.0452,0.2382,0.9824,1.012
0.128174654,-0.0423,0.2375,0.9831,1.012
0.131945693,-0.0386,0.2365,0.9848,1.014
0.135886231,-0.0362,0.2345,0.9846,1.013
0.140282923,-0.0332,0.2338,0.9841,1.012
0.144458116,-0.0322,0.2343,0.9833,1.011
0.147895885,-0.032,0.2343,0.9826,1.011
0.152707577,-0.0357,0.2338,0.9789,1.007
0.156355231,-0.0364,0.2336,0.9753,1.004
0.158414616,-0.0369,0.2345,0.9743,1.003
0.160620192,-0.0369,0.2375,0.9731,1.002
0.164836462,-0.0362,0.2399,0.9711,1.001
0.168616192,-0.0344,0.2411,0.9687,0.999
0.172622423,-0.0308,0.2448,0.9657,0.997
0.1770605,-0.0293,0.2453,0.9648,0.996
0.181184885,-0.0266,0.2477,0.9616,0.993
0.185186,-0.0252,0.247,0.9589,0.991
0.188846,-0.0244,0.2485,0.956,0.988
0.193164462,-0.0232,0.2485,0.956,0.988
0.198526654,-0.0232,0.2475,0.9538,0.986
0.201731731,-0.0237,0.2477,0.9523,0.984
0.205765039,-0.0249,0.2494,0.9538,0.986
0.210122692,-0.0269,0.2487,0.9538,0.986
0.214436346,-0.0271,0.2497,0.9577,0.99
0.218171423,-0.0291,0.2489,0.9596,0.992
0.221918923,-0.0305,0.248,0.9623,0.994
0.226407308,-0.0305,0.2485,0.9648,0.997
0.230227462,-0.0308,0.2492,0.9675,1
0.234244769,-0.0303,0.2504,0.9677,1
0.238312616,-0.0308,0.2502,0.9697,1.002
0.244552385,-0.0313,0.2489,0.9701,1.002
0.247466077,-0.03,0.2463,0.9699,1.001
0.249510269,-0.0313,0.246,0.9699,1.001
0.252177423,-0.0322,0.246,0.9709,1.002
0.255087192,-0.0327,0.2463,0.9721,1.003
0.259106462,-0.0342,0.248,0.9736,1.005
0.26345,-0.0349,0.2533,0.976,1.009
0.267610077,-0.0354,0.258,0.9762,1.01
0.2710465,-0.0357,0.2609,0.9784,1.013
0.275613308,-0.0344,0.2619,0.9804,1.015
0.280175115,-0.033,0.2617,0.9809,1.016
0.283755885,-0.0325,0.2612,0.9814,1.016
0.287885039,-0.0332,0.2592,0.9782,1.013
0.292395577,-0.0347,0.2565,0.9777,1.011
0.296554115,-0.0379,0.2533,0.9782,1.011
0.300129692,-0.0391,0.2533,0.9806,1.014
0.304383269,-0.0428,0.2531,0.9821,1.015
0.309128115,-0.0452,0.2536,0.9828,1.016
0.312521731,-0.0479,0.2538,0.9833,1.017
0.316469385,-0.0489,0.2548,0.9836,1.017
0.320579808,-0.0511,0.2543,0.9824,1.016
0.324574385,-0.0547,0.2516,0.9833,1.016
0.330266615,-0.0586,0.2511,0.9824,1.016
0.332915346,-0.0608,0.2507,0.9824,1.016
0.336735346,-0.0633,0.2524,0.9816,1.016
0.344593846,-0.064,0.2543,0.9819,1.016
0.347277462,-0.0628,0.257,0.9802,1.015
0.349678577,-0.0623,0.2575,0.9802,1.015
0.353437846,-0.0611,0.2587,0.9792,1.015
0.357153231,-0.0589,0.2577,0.9782,1.013
0.359247077,-0.0581,0.2573,0.9772,1.012
0.361743308,-0.0574,0.2568,0.9765,1.011
0.365717885,-0.0569,0.2553,0.9748,1.009
0.369797885,-0.055,0.2541,0.9719,1.006
0.373721538,-0.0528,0.2543,0.9694,1.004
0.375764385,-0.0511,0.2541,0.9689,1.003
0.378097769,-0.0498,0.2548,0.9682,1.002
0.382232885,-0.0491,0.2555,0.9657,1
0.386130808,-0.0474,0.2582,0.9643,0.999
0.391423731,-0.0462,0.2582,0.9643,0.999
0.394158423,-0.0437,0.257,0.9623,0.997
0.398461154,-0.043,0.2602,0.9616,0.997
0.402448154,-0.0415,0.2599,0.9618,0.997
0.406437577,-0.0393,0.2604,0.9591,0.995
0.411023385,-0.0381,0.2595,0.9569,0.992
0.415023846,-0.0374,0.258,0.9557,0.991
0.418825346,-0.0359,0.2599,0.9538,0.989
0.422852923,-0.0369,0.2602,0.9516,0.987
0.427361115,-0.0379,0.2597,0.9496,0.985
0.431631154,-0.0386,0.2602,0.9491,0.985
0.435036385,-0.0408,0.2629,0.9504,0.987
0.438848154,-0.0418,0.2641,0.9508,0.988
0.444656769,-0.0442,0.2653,0.9513,0.989
0.448509538,-0.0452,0.2651,0.9521,0.989
0.452179038,-0.045,0.2665,0.9535,0.991
0.45583,-0.0435,0.2687,0.956,0.994
0.460056462,-0.0423,0.269,0.956,0.994
0.465220154,-0.0403,0.2697,0.956,0.994
0.468120154,-0.0401,0.2717,0.9567,0.995
0.472377461,-0.0396,0.2709,0.9555,0.994
0.478826269,-0.0393,0.2712,0.9552,0.994
0.481664654,-0.042,0.2704,0.9557,0.994
0.484671154,-0.043,0.2704,0.955,0.993
0.488446461,-0.0454,0.27,0.9545,0.993
0.493290846,-0.0474,0.2685,0.9533,0.992
0.497686885,-0.0498,0.2665,0.9535,0.991
0.501156538,-0.0515,0.2651,0.954,0.991
0.506324,-0.0535,0.2639,0.954,0.991
0.509364692,-0.0559,0.2626,0.9567,0.994
0.513579346,-0.0555,0.2619,0.9596,0.996
0.517068423,-0.0564,0.2607,0.966,1.002
0.520854885,-0.0567,0.2597,0.9694,1.005
0.525515231,-0.0584,0.2587,0.9743,1.01
0.529868961,-0.0599,0.2585,0.9787,1.014
0.534004423,-0.0594,0.2577,0.9814,1.016
0.537730615,-0.0594,0.259,0.9828,1.018
0.545006961,-0.0584,0.2592,0.9846,1.02
0.547748692,-0.0572,0.259,0.9846,1.02
0.550632308,-0.0562,0.2585,0.9833,1.018
0.554468308,-0.0552,0.2565,0.9833,1.018
0.558855269,-0.0552,0.2553,0.9816,1.016
0.563784808,-0.0545,0.2555,0.9804,1.015
0.566893923,-0.0528,0.2548,0.9772,1.011
0.570718808,-0.0535,0.2555,0.9748,1.009
0.576118923,-0.0545,0.2575,0.9721,1.007
0.579126154,-0.0569,0.2592,0.9687,1.004
0.5833995,-0.0572,0.2604,0.9662,1.002
0.586987769,-0.0564,0.2612,0.966,1.002
0.591340846,-0.0555,0.2597,0.9665,1.002
0.595525038,-0.0533,0.2585,0.9672,1.003
0.599786192,-0.0528,0.259,0.9692,1.005
0.603428461,-0.0523,0.2582,0.9714,1.006
0.608134384,-0.0508,0.257,0.9719,1.007
0.610225731,-0.0498,0.2573,0.9723,1.007
0.613129231,-0.0498,0.2568,0.974,1.009
0.616713308,-0.0496,0.2573,0.974,1.009
0.620223884,-0.0503,0.2582,0.9733,1.008
0.624352423,-0.0489,0.258,0.974,1.009
0.626478654,-0.0491,0.257,0.9743,1.009
0.629554846,-0.0459,0.2553,0.974,1.008
0.633665038,-0.0452,0.2558,0.9743,1.008
0.637303423,-0.0437,0.2541,0.9723,1.006
0.640131077,-0.0398,0.2524,0.9709,1.004
0.648007269,-0.0357,0.2519,0.9709,1.004
0.650079615,-0.0357,0.2533,0.9679,1.001
0.653255038,-0.0386,0.2548,0.9675,1.001
0.657176308,-0.0459,0.2582,0.967,1.002
0.669145077,-0.0513,0.2612,0.9655,1.002
0.673337769,-0.0562,0.2609,0.9648,1.001
0.677835,-0.0564,0.2595,0.964,1
0.680926577,-0.0525,0.2565,0.9613,0.996
0.684947154,-0.0472,0.2555,0.9587,0.993
0.689336269,-0.0464,0.2533,0.9584,0.992
0.693819231,-0.0457,0.2536,0.9601,0.994
0.700050077,-0.0462,0.2533,0.9594,0.993
0.702339884,-0.0464,0.2553,0.9589,0.993
0.705968884,-0.0481,0.2582,0.9594,0.995
0.710221884,-0.0486,0.2609,0.9606,0.997
0.714578961,-0.0508,0.2624,0.9626,0.999
0.718559692,-0.0525,0.2624,0.9648,1.001
0.722496692,-0.053,0.2619,0.9667,1.003
0.726541731,-0.0537,0.2599,0.9675,1.003
0.731586846,-0.0518,0.258,0.9679,1.003
0.735092769,-0.0513,0.2565,0.9704,1.005
0.738899231,-0.0515,0.2551,0.9716,1.006
0.747645884,-0.0515,0.2541,0.9738,1.008
0.751542577,-0.0476,0.2551,0.9782,1.012
0.755393384,-0.0479,0.2548,0.9775,1.011
0.768777884,-0.0479,0.2553,0.9782,1.012
0.772184538,-0.0479,0.2521,0.9804,1.013
0.775772538,-0.0486,0.2531,0.9792,1.013
0.779837615,-0.0503,0.2543,0.9802,1.014
0.783795846,-0.0503,0.2543,0.9821,1.016
0.787920961,-0.052,0.2565,0.9853,1.019
0.792990884,-0.052,0.2573,0.9885,1.023
0.796172269,-0.0535,0.2575,0.9887,1.023
0.801001538,-0.0552,0.2575,0.9909,1.025
0.804406846,-0.0577,0.257,0.9885,1.023
0.809740384,-0.0603,0.2558,0.9877,1.022
0.812668654,-0.0596,0.2536,0.987,1.021
0.820381038,-0.0586,0.2516,0.986,1.019
0.833296769,-0.0442,0.2531,0.9958,1.028
0.837094923,-0.052,0.2402,0.9799,1.01
0.847735577,-0.0574,0.2465,0.9819,1.014
0.850702884,-0.0657,0.2548,0.977,1.012
0.853777577,-0.065,0.2595,0.9758,1.012
0.869592846,-0.0643,0.2619,0.9731,1.01
0.877637115,-0.0667,0.2658,0.964,1.002
0.882796538,-0.0613,0.266,0.9657,1.004
0.887050154,-0.0623,0.2619,0.9565,0.994
0.890194115,-0.0599,0.269,0.9599,0.999
0.892934961,-0.0599,0.2739,0.9657,1.006
0.895958884,-0.066,0.267,0.9616,1
0.898611038,-0.0647,0.2707,0.9645,1.004
0.902755846,-0.0579,0.3,0.9762,1.023
0.906729807,-0.066,0.2726,0.9733,1.013
0.909647153,-0.0669,0.2585,0.9743,1.01
0.912182269,-0.0643,0.2377,0.9689,1
0.916066692,-0.0596,0.237,0.9665,0.997
0.919288577,-0.0515,0.2516,0.9645,0.998
0.923234846,-0.0518,0.2599,0.9679,1.004
0.927304923,-0.0572,0.2602,0.9758,1.011
0.931496961,-0.0567,0.2658,0.9858,1.023
0.935901615,-0.0542,0.2697,0.9968,1.034
0.939737346,-0.055,0.2631,0.9951,1.031
0.947072,-0.0572,0.2746,0.9919,1.031
0.949248653,-0.0706,0.2729,0.988,1.027
0.95197273,-0.0733,0.2621,0.9841,1.021
0.955966115,-0.0665,0.2585,0.9811,1.017
0.9664935,-0.0572,0.2658,0.9736,1.011
0.968546653,-0.0533,0.2656,0.9738,1.011
0.972686384,-0.0503,0.2682,0.9721,1.01
0.976631346,-0.0454,0.2856,0.9792,1.021
0.980861538,-0.0491,0.2682,0.9723,1.01
0.984834846,-0.053,0.2526,0.9591,0.993
0.988670884,-0.0464,0.2617,0.9584,0.995
0.993032,-0.0501,0.269,0.9518,0.99
0.997732346,-0.0574,0.2714,0.9486,0.988
1.001383577,-0.0616,0.2766,0.9516,0.993
1.005551538,-0.0591,0.278,0.954,0.995
1.009548384,-0.0537,0.2766,0.9543,0.995
1.013166807,-0.0515,0.2797,0.9567,0.998
1.01778173,-0.0525,0.2915,0.9569,1.002
1.022101461,-0.0574,0.2736,0.9621,1.002
1.026516307,-0.0518,0.2675,0.9589,0.997
1.030024961,-0.0523,0.2604,0.9433,0.98
1.034213961,-0.0503,0.269,0.9496,0.988
1.0380875,-0.0586,0.2709,0.9516,0.991
1.046300961,-0.0618,0.2722,0.9528,0.993
1.050074653,-0.0564,0.2726,0.9579,0.998
1.054296153,-0.0545,0.2724,0.9587,0.998
1.065798576,-0.0518,0.2719,0.9587,0.998
1.068340384,-0.0479,0.268,0.9552,0.993
1.071314076,-0.0481,0.2685,0.9545,0.993
1.07533923,-0.0493,0.2695,0.9552,0.994
1.07931573,-0.0513,0.2692,0.9562,0.995
1.083354692,-0.0515,0.2702,0.9574,0.996
1.087330115,-0.0535,0.2697,0.9606,0.999
1.09162223,-0.054,0.2704,0.964,1.003
1.093856846,-0.0542,0.2722,0.965,1.004
1.097096,-0.0547,0.2722,0.9657,1.005
1.099940615,-0.0542,0.2717,0.9677,1.007
1.104165115,-0.0523,0.2736,0.9675,1.007
1.109537423,-0.0496,0.2744,0.9679,1.007
1.112182999,-0.0498,0.2731,0.9675,1.007
1.116450461,-0.0479,0.2753,0.9665,1.006
1.119923538,-0.0457,0.2756,0.9643,1.004
1.124191692,-0.045,0.2756,0.9626,1.002
1.130009269,-0.0445,0.2768,0.9601,1
1.132248999,-0.0459,0.2751,0.9582,0.998
1.136086769,-0.0469,0.2746,0.956,0.996
1.140660038,-0.0474,0.2756,0.956,0.996
1.143458192,-0.0481,0.2763,0.9557,0.996
1.145993461,-0.0493,0.277,0.956,0.997
1.148777153,-0.0513,0.2778,0.956,0.997
1.152593653,-0.0528,0.278,0.9572,0.998
1.157122307,-0.054,0.2792,0.9591,1
1.164505961,-0.0557,0.278,0.9587,1
1.166619807,-0.0601,0.2744,0.9582,0.998
1.169885423,-0.0611,0.2739,0.9567,0.997
1.173004692,-0.0623,0.2726,0.9567,0.997
1.180147615,-0.0633,0.2704,0.9579,0.997
1.182289499,-0.0625,0.2687,0.9613,1
1.186125538,-0.0628,0.269,0.9655,1.004
1.189984307,-0.0638,0.2707,0.9709,1.01
1.192071807,-0.0643,0.2709,0.9736,1.013
1.19455673,-0.064,0.2709,0.9758,1.015
1.198000615,-0.0628,0.2729,0.9792,1.018
1.202294576,-0.0623,0.2744,0.9809,1.02
1.206096576,-0.063,0.2763,0.9787,1.019
1.210274153,-0.0643,0.2785,0.9762,1.017
1.214400269,-0.063,0.279,0.9711,1.012
1.218252269,-0.0635,0.2814,0.9662,1.008
1.222251576,-0.0633,0.2829,0.9613,1.004
1.22661773,-0.063,0.2846,0.9579,1.001
1.231878653,-0.0625,0.2873,0.9533,0.998
1.235074461,-0.0599,0.2885,0.9482,0.993
1.238769076,-0.0577,0.2907,0.945,0.99
