time,gFx,gFy,gFz,TgF
0.00126977,-0.096,0.1031,1.0039,1.014
0.004428154,-0.0945,0.1051,1.0048,1.015
0.007459346,-0.0921,0.1041,1.0048,1.014
0.009613462,-0.0882,0.1016,1.0078,1.017
0.01314227,-0.0855,0.0997,1.0097,1.018
0.016153885,-0.0809,0.0958,1.0156,1.023
0.02010377,-0.0789,0.0933,1.02,1.027
0.026019039,-0.077,0.0901,1.0227,1.03
0.028611423,-0.0765,0.0877,1.0251,1.032
0.032569693,-0.076,0.084,1.0258,1.032
0.036055308,-0.0767,0.0836,1.0263,1.033
0.041016231,-0.0772,0.0843,1.0288,1.035
0.045042269,-0.0772,0.0853,1.0288,1.035
0.049115654,-0.0779,0.086,1.0283,1.035
0.052866693,-0.0789,0.0858,1.0261,1.033
0.057158731,-0.0799,0.0884,1.0244,1.031
0.061283654,-0.0806,0.0906,1.0236,1.031
0.0653105,-0.0823,0.0914,1.0246,1.032
0.069211885,-0.0818,0.0923,1.0266,1.034
0.0751305,-0.0821,0.0941,1.0268,1.034
0.078518308,-0.0828,0.0958,1.0273,1.035
0.0817325,-0.0826,0.0955,1.0268,1.035
0.085760654,-0.0823,0.0967,1.0229,1.031
0.091901731,-0.0816,0.0967,1.02,1.028
0.094357654,-0.0828,0.0975,1.0144,1.022
0.097987269,-0.0818,0.0982,1.007,1.015
0.102120385,-0.0821,0.098,1.0014,1.01
0.106667885,-0.0843,0.096,0.9958,1.004
0.110444039,-0.085,0.0941,0.9904,0.999
0.114547731,-0.0884,0.0919,0.985,0.993
0.118672539,-0.0875,0.0897,0.9799,0.988
0.123050539,-0.0882,0.0882,0.9767,0.985
0.126771039,-0.088,0.0889,0.9733,0.981
0.130662846,-0.0877,0.0887,0.9694,0.977
0.134724039,-0.0872,0.0884,0.9653,0.973
0.138881,-0.087,0.0892,0.9621,0.97
0.142889462,-0.0884,0.0892,0.9609,0.969
0.147020539,-0.0892,0.0906,0.9589,0.967
0.151213462,-0.0894,0.0943,0.9579,0.967
0.155536769,-0.0904,0.098,0.9545,0.964
0.159733077,-0.0906,0.1016,0.9516,0.961
0.163487192,-0.0911,0.1058,0.9484,0.959
0.167602962,-0.0909,0.1119,0.9445,0.955
0.172645539,-0.0914,0.1185,0.9413,0.953
0.176288116,-0.0926,0.1234,0.9359,0.949
0.179776616,-0.0945,0.1292,0.9308,0.944
0.183890731,-0.097,0.1331,0.9259,0.94
0.191542269,-0.0963,0.1395,0.9174,0.933
0.193974462,-0.0953,0.1461,0.9127,0.929
0.196978616,-0.0943,0.1532,0.9066,0.924
0.200986154,-0.0941,0.1578,0.903,0.921
0.206205269,-0.0923,0.162,0.9025,0.922
0.208949616,-0.0919,0.1676,0.9017,0.922
0.213046423,-0.0906,0.1727,0.9003,0.921
0.217068846,-0.088,0.1781,0.9017,0.923
0.220953154,-0.0826,0.1805,0.9049,0.926
0.223108616,-0.0804,0.1818,0.9059,0.927
0.226856462,-0.0762,0.1852,0.9108,0.933
0.229599846,-0.075,0.1854,0.9132,0.935
0.233351116,-0.0713,0.1874,0.9186,0.94
0.2375825,-0.0701,0.1903,0.9247,0.947
0.242252269,-0.0672,0.1918,0.9301,0.952
0.245954,-0.0643,0.1928,0.9364,0.958
0.249869654,-0.0616,0.1925,0.9413,0.963
0.253939769,-0.0579,0.1906,0.9484,0.969
0.258352692,-0.0545,0.1871,0.9577,0.977
0.262626692,-0.0515,0.1827,0.9665,0.985
0.266458115,-0.0501,0.1769,0.977,0.994
0.273906692,-0.0506,0.1739,0.9828,0.999
0.276550346,-0.0518,0.1654,1.0004,1.015
0.279084923,-0.0528,0.1639,1.0056,1.02
0.282891385,-0.0511,0.1603,1.0153,1.029
0.286733885,-0.0501,0.1576,1.0246,1.038
0.292173731,-0.0479,0.1517,1.0466,1.059
0.295190231,-0.0493,0.1507,1.0517,1.064
0.299577654,-0.0493,0.1537,1.0559,1.068
0.303234462,-0.0523,0.1527,1.0632,1.075
0.307593192,-0.052,0.1417,1.0559,1.067
0.311474115,-0.0542,0.1327,1.0525,1.062
0.315767962,-0.0586,0.1285,1.0556,1.065
0.319562269,-0.0581,0.1266,1.0618,1.071
0.324572769,-0.0533,0.1261,1.0681,1.077
0.328179385,-0.0469,0.1236,1.0703,1.078
0.332874385,-0.0457,0.1234,1.0664,1.074
0.335763923,-0.0503,0.1231,1.061,1.069
0.340092462,-0.0555,0.1231,1.0576,1.066
0.343979808,-0.0608,0.1244,1.0522,1.061
0.347885654,-0.0655,0.1258,1.0534,1.063
0.352363769,-0.0638,0.1268,1.0583,1.068
0.356512692,-0.0606,0.1273,1.0649,1.074
0.360831077,-0.0594,0.1295,1.0688,1.078
0.364744423,-0.0577,0.1314,1.0708,1.08
0.368963346,-0.0564,0.1312,1.0708,1.08
0.373400269,-0.0559,0.1329,1.0686,1.078
0.376977692,-0.0569,0.1353,1.0679,1.078
0.381032769,-0.0599,0.1407,1.0701,1.081
0.384895885,-0.0603,0.1461,1.0708,1.082
0.388737962,-0.0603,0.1473,1.0703,1.082
0.404497308,-0.0608,0.15,1.0671,1.079
0.406550577,-0.0672,0.1583,1.0415,1.056
0.409584192,-0.0699,0.162,1.031,1.046
0.413728,-0.0716,0.1666,1.02,1.036
0.417761538,-0.0745,0.1683,1.0061,1.023
0.422126423,-0.0784,0.173,0.9938,1.012
0.425886,-0.0838,0.1761,0.9826,1.002
0.430102615,-0.087,0.1796,0.9709,0.991
0.434518385,-0.0882,0.1801,0.9594,0.98
0.439938577,-0.0882,0.1813,0.9494,0.971
0.442472962,-0.0894,0.182,0.9438,0.965
