time,gFx,gFy,gFz,TgF
0.001384616,-0.0897,0.2006,1.0051,1.029
0.004160846,-0.087,0.2042,0.964,0.989
0.009032885,-0.0845,0.2033,0.9303,0.956
0.012592193,-0.0784,0.1969,0.892,0.917
0.015917654,-0.0757,0.1928,0.8558,0.881
0.0202935,-0.076,0.1891,0.8248,0.85
0.027235846,-0.0796,0.1852,0.804,0.829
0.029550693,-0.0806,0.1779,0.7947,0.818
0.032594731,-0.0792,0.1771,0.7994,0.823
0.03645,-0.0733,0.1781,0.8123,0.835
0.041633962,-0.0579,0.1813,0.8309,0.852
0.04524577,-0.0418,0.1867,0.8551,0.876
0.048966962,-0.0322,0.1893,0.8729,0.894
0.052731,-0.0232,0.1908,0.8993,0.92
0.058192039,-0.0254,0.1903,0.922,0.942
0.061019193,-0.0344,0.1888,0.9408,0.96
0.063205193,-0.0428,0.1876,0.9513,0.971
0.065620539,-0.0525,0.1854,0.9616,0.981
0.069236885,-0.0789,0.1793,0.9811,1.001
0.074204346,-0.1136,0.1791,1.0041,1.026
0.077637693,-0.1483,0.1835,1.0246,1.051
0.081484077,-0.1859,0.1908,1.0544,1.088
0.085504462,-0.2135,0.1913,1.04,1.079
0.090519846,-0.2255,0.2035,1.0263,1.07
0.093991885,-0.2199,0.1976,1.0183,1.06
0.09783827,-0.2045,0.1827,1.0258,1.062
0.102050154,-0.1957,0.1632,1.0359,1.067
0.106285731,-0.1947,0.1546,1.04,1.069
0.1100185,-0.1954,0.1527,1.0415,1.071
0.112236154,-0.1954,0.148,1.0385,1.067
0.114932539,-0.1967,0.149,1.0359,1.065
0.1186495,-0.1976,0.1554,1.0305,1.061
0.122844693,-0.195,0.1622,1.0205,1.052
0.126925462,-0.1893,0.1691,1.0078,1.039
0.1309315,-0.1837,0.1739,0.996,1.028
0.134887269,-0.1788,0.1759,0.9899,1.021
0.138744423,-0.1808,0.1771,0.9914,1.023
0.143607385,-0.1837,0.1727,0.9933,1.025
0.145638731,-0.1854,0.1703,0.9951,1.026
0.148559769,-0.1884,0.1647,0.9968,1.028
0.151298116,-0.1913,0.1608,0.9997,1.03
0.155320616,-0.1989,0.1478,1.0014,1.032
0.159813039,-0.2047,0.1324,1.0007,1.03
